"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"11984A","duloxetine",157,3.53503184713376,0.851308663932742,1.47770700636943,1.21204419009071
"11984A","placebo",152,3.49342105263158,0.883975895856055,1.89473684210526,1.33797264217788
"11984A","vortioxetine",467,3.52890792291221,0.802837969211931,1.54389721627409,1.26342584465782
"12541A","duloxetine",160,3.40625,0.746453880843562,1.3625,1.29093355133495
"12541A","placebo",153,3.37254901960784,0.759868002224698,2.13725490196078,1.41448718403811
"12541A","vortioxetine",172,3.43604651162791,0.742591131422462,1.52906976744186,1.31757053399926
"13267A","duloxetine",161,3.54037267080745,0.758236348540775,1.16149068322981,1.18269089959091
"13267A","placebo",178,3.55056179775281,0.766697164046667,2.19662921348315,1.38620723360866
"13267A","vortioxetine",375,3.60266666666667,0.783856729606259,1.6,1.24531206492085
"14122A","placebo",209,3.46411483253589,0.814474999746236,2.23444976076555,1.39282495469999
"14122A","vortioxetine",419,3.57517899761336,0.739167159641696,1.75178997613365,1.30895531367603
"29060/001","paroxetine",25,3.72,0.458257569495584,1.32,0.9
"29060/001","placebo",25,3.68,0.627162924074226,1.64,1.07548438699345
"29060/002","paroxetine",170,3.14117647058824,0.956484455206962,1.55294117647059,1.21631787297439
"29060/002","placebo",171,3.25146198830409,0.881800079059287,1.98245614035088,1.26711197430139
"29060/003","paroxetine",241,3.65560165975104,0.775711871335335,1.80082987551867,1.29813942822169
"29060/003","placebo",244,3.69672131147541,0.835324478117027,2.41803278688525,1.32925403093464
"29060/007","amitriptyline",13,3.53846153846154,0.967417922046845,2,1.22474487139159
"29060/007","paroxetine",13,3.69230769230769,0.85485041426511,2,1.91485421551268
"29060/007","placebo",12,3.58333333333333,0.792961461098759,1.58333333333333,1.08362466945083
"29060/009","paroxetine",316,3.17721518987342,1.05119123562926,1.27215189873418,1.21967330612706
"29060/009","placebo",53,3,1.01904933073014,1.43396226415094,1.11819624605991
"29060/785","citalopram",207,3.60869565217391,0.834057656228299,1.80193236714976,1.34900039772918
"29060/785","paroxetine",199,3.67336683417085,0.796991959140666,1.81407035175879,1.3448754270257
"29060/785","placebo",105,3.58095238095238,0.852382998749257,2.04761904761905,1.48958533453591
"89303","citalopram",134,3.50746268656716,1.06725893481178,1.41044776119403,1.23977130177676
"89303","placebo",66,3.5,1.33877096334948,1.71212121212121,1.50655134983743
"89306","citalopram",185,3.26486486486486,1.17033445057576,1.05405405405405,1.21909503913911
"89306","placebo",88,3.26136363636364,0.976674138080773,1.39772727272727,1.39407426315877
"91206","citalopram",521,3.29174664107486,1.02249178156996,1.49328214971209,1.32884166412533
"91206","placebo",129,3.32558139534884,1.04704040258777,1.95348837209302,1.50447491419494
"99001","escitalopram",188,3.24468085106383,0.897842574159637,1.43617021276596,1.18870360912127
"99001","placebo",189,3.1957671957672,0.89845201909745,1.62962962962963,1.2029973074245
"99003","citalopram",159,3.15094339622642,0.835817489959722,1.50314465408805,1.16854455528103
"99003","escitalopram",155,3.16129032258065,0.793511601628311,1.39354838709677,1.11946632805836
"99003","placebo",154,3.14935064935065,0.853921882916557,1.64935064935065,1.25522420741552
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.86910994764398,1.43764123796138
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.82352941176471,1.40118319930024
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.37254901960784,1.36401008784859
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.57671957671958,1.30900637592836
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.15151515151515,1.19952305550288
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.22549019607843,1.60299511994991
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,2.02475247524752,1.58800891889384
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.04347826086957,1.31582710345378
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.37209302325581,1.39767248384342
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,1.04878048780488,1.20597728439584
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,1.02469135802469,0.999691310380051
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,0.75,0.920924136844499
"F1J-MC-HMAQa","duloxetine",70,3.15714285714286,1.21148745901641,1.51428571428571,1.46201030094963
"F1J-MC-HMAQa","fluoxetine",33,2.96969696969697,1.40278402838891,1.39393939393939,1.22319749885786
"F1J-MC-HMAQa","placebo",70,3.21428571428571,1.20256799070021,1.95714285714286,1.42885090433967
"F1J-MC-HMAQb","duloxetine",82,2.91463414634146,1.13530568584021,1.42682926829268,1.52372584135947
"F1J-MC-HMAQb","fluoxetine",37,3.02702702702703,1.16634487196556,1.24324324324324,1.49824722417388
"F1J-MC-HMAQb","placebo",75,2.96,1.13232599641718,1.57333333333333,1.38694037492734
"F1J-MC-HMATa","duloxetine",175,2.44,1.44460948069855,1.19428571428571,1.37588902443234
"F1J-MC-HMATa","paroxetine",89,2.78651685393258,1.54825348899655,1.24719101123595,1.47155529099784
"F1J-MC-HMATa","placebo",90,2.63333333333333,1.31071641787607,1.62222222222222,1.42669396872612
"F1J-MC-HMATb","duloxetine",177,2.67231638418079,1.2177530311138,1.33333333333333,1.38032714611538
"F1J-MC-HMATb","paroxetine",87,2.7816091954023,1.23349840316562,1.3448275862069,1.36251807077324
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.58426966292135,1.36355975269984
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.867021276595745,0.906528702422013
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.767441860465116,0.821396495282504
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.26881720430108,0.990605710030117
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.816326530612245,0.942957037665164
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.907216494845361,0.97982220141807
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1.01010101010101,0.974102931062776
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.35114503816794,1.29202483945932
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.94736842105263,1.44752639744527
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.6551724137931,1.41008117229713
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.29699248120301,1.4660144841944
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.55960264900662,1.37421333862665
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.77272727272727,1.36493303373154
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.28571428571429,1.33933357793706
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.27450980392157,1.29735779756471
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.54137115839243,1.29437902981139
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.19178082191781,1.18213756415875
"SERVIER-14","placebo",139,3.40287769784173,0.795999275912128,1.58992805755396,1.30113077710682
