"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"11984A","duloxetine",157,3.52229299363057,0.859233314044222,1.38853503184713,1.20175982886137
"11984A","placebo",152,3.49342105263158,0.891436154509731,1.82894736842105,1.28039892267413
"11984A","vortioxetine",467,3.53319057815846,0.799994026316946,1.5524625267666,1.27156477230193
"12541A","duloxetine",160,3.40625,0.746453880843562,1.375,1.27752709235386
"12541A","placebo",153,3.37254901960784,0.759868002224698,2.13725490196078,1.41448718403811
"12541A","vortioxetine",172,3.43604651162791,0.742591131422462,1.51744186046512,1.30439579438639
"13267A","duloxetine",161,3.54037267080745,0.758236348540775,1.1055900621118,1.11019415234481
"13267A","placebo",178,3.55056179775281,0.766697164046667,2.09550561797753,1.35999419343722
"13267A","vortioxetine",375,3.592,0.791964996795776,1.61333333333333,1.27179747039538
"14122A","placebo",209,3.46411483253589,0.814474999746236,2.23444976076555,1.35432349299043
"14122A","vortioxetine",419,3.57040572792363,0.742865638269894,1.71360381861575,1.30111514393786
"29060/001","paroxetine",25,3.72,0.458257569495584,1.6,1.19023807142381
"29060/001","placebo",25,3.68,0.627162924074226,1.92,1.35154232884755
"29060/002","paroxetine",170,3.14117647058824,0.956484455206962,1.47647058823529,1.19269443443102
"29060/002","placebo",171,3.25146198830409,0.881800079059287,1.98245614035088,1.28554719047858
"29060/003","paroxetine",241,3.65560165975104,0.775711871335335,1.99170124481328,1.36012162827696
"29060/003","placebo",244,3.69672131147541,0.835324478117027,2.51229508196721,1.31931381771182
"29060/007","amitriptyline",13,3.53846153846154,0.967417922046845,1.76923076923077,1.23516841994969
"29060/007","paroxetine",13,3.69230769230769,0.85485041426511,1.69230769230769,1.18213192894698
"29060/007","placebo",12,3.58333333333333,0.792961461098759,1.83333333333333,1.19341628287971
"29060/009","paroxetine",316,3.17721518987342,1.05119123562926,1.25,1.16734674056101
"29060/009","placebo",53,3,1.01904933073014,1.32075471698113,1.08793355470289
"29060/785","citalopram",207,3.60869565217391,0.834057656228299,1.60869565217391,1.32435063374376
"29060/785","paroxetine",199,3.67336683417085,0.796991959140666,1.59798994974874,1.24283643490963
"29060/785","placebo",105,3.58095238095238,0.852382998749257,2.23809523809524,1.43127034432171
"89303","citalopram",134,3.50746268656716,1.06725893481178,1.52238805970149,1.2786060190836
"89303","placebo",66,3.5,1.33877096334948,1.71212121212121,1.44398115814632
"89306","citalopram",185,3.26486486486486,1.17033445057576,1.51351351351351,1.42229188936955
"89306","placebo",88,3.26136363636364,0.976674138080773,1.57954545454545,1.41194893357146
"91206","citalopram",521,3.29174664107486,1.02249178156996,1.57197696737044,1.31525872251842
"91206","placebo",129,3.32558139534884,1.04704040258777,1.95348837209302,1.5251048381806
"99001","escitalopram",188,3.24468085106383,0.897842574159637,1.43085106382979,1.21069446599828
"99001","placebo",189,3.1957671957672,0.89845201909745,1.6984126984127,1.2199789059249
"99003","citalopram",159,3.15094339622642,0.835817489959722,1.49056603773585,1.13554718047839
"99003","escitalopram",155,3.16129032258065,0.793511601628311,1.3741935483871,1.11161744270191
"99003","placebo",154,3.14935064935065,0.853921882916557,1.72077922077922,1.28081241194723
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.88219895287958,1.42133994012894
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.88770053475936,1.39631179165537
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.36274509803922,1.33012992947539
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.56613756613757,1.35352825077859
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.11111111111111,1.2413263652046
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.17647058823529,1.57824973022439
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,2.0049504950495,1.58819502277676
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.10869565217391,1.3371322691918
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.37209302325581,1.34559697875548
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,0.939024390243902,1.01040953652296
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,0.987654320987654,1.04275868685537
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,0.6375,0.889371133249909
