"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"11984A","duloxetine",157,3.52866242038217,0.851548435424311,1.33757961783439,1.17971172123656
"11984A","placebo",152,3.51315789473684,0.891362838581173,1.875,1.37292890377996
"11984A","vortioxetine",467,3.53319057815846,0.799994026316946,1.57387580299786,1.25691331572804
"12541A","duloxetine",160,3.40625,0.746453880843562,1.3625,1.28115268460003
"12541A","placebo",153,3.37254901960784,0.759868002224698,2.13725490196078,1.41448718403811
"12541A","vortioxetine",172,3.43604651162791,0.742591131422462,1.50581395348837,1.3089752834449
"13267A","duloxetine",161,3.54037267080745,0.758236348540775,1.09937888198758,1.1247497996449
"13267A","placebo",178,3.55056179775281,0.766697164046667,2.17415730337079,1.36874127419349
"13267A","vortioxetine",375,3.60533333333333,0.783501897136439,1.60266666666667,1.22343136862085
"14122A","placebo",209,3.46411483253589,0.814474999746236,2.25358851674641,1.37204193808626
"14122A","vortioxetine",419,3.57517899761336,0.739167159641696,1.76133651551313,1.30890733088346
"29060/001","paroxetine",25,3.72,0.458257569495584,1.64,0.99498743710662
"29060/001","placebo",25,3.68,0.627162924074226,1.84,1.28062484748657
"29060/002","paroxetine",170,3.14117647058824,0.956484455206962,1.40588235294118,1.22834886446108
"29060/002","placebo",171,3.25146198830409,0.881800079059287,1.95906432748538,1.30319392781147
"29060/003","paroxetine",241,3.65560165975104,0.775711871335335,2.02489626556017,1.32264038701417
"29060/003","placebo",244,3.69672131147541,0.835324478117027,2.63934426229508,1.45192124042703
"29060/007","amitriptyline",13,3.53846153846154,0.967417922046845,2.15384615384615,1.5191090506255
"29060/007","paroxetine",13,3.69230769230769,0.85485041426511,1.69230769230769,1.60128153805087
"29060/007","placebo",12,3.58333333333333,0.792961461098759,2.33333333333333,0.984731927834662
"29060/009","paroxetine",316,3.17721518987342,1.05119123562926,1.23101265822785,1.11289138069988
"29060/009","placebo",53,3,1.01904933073014,1.39622641509434,1.27610619647169
