"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"11984A","duloxetine",157,3.52866242038217,0.851548435424311,1.40764331210191,1.17645389599172
"11984A","placebo",152,3.51315789473684,0.891362838581173,1.83552631578947,1.3638865334492
"11984A","vortioxetine",467,3.52676659528908,0.816166346703399,1.5610278372591,1.27455344922509
"12541A","duloxetine",160,3.40625,0.746453880843562,1.3625,1.28605241635404
"12541A","placebo",153,3.37254901960784,0.759868002224698,2.13725490196078,1.41448718403811
"12541A","vortioxetine",172,3.43604651162791,0.742591131422462,1.52906976744186,1.31757053399926
"13267A","duloxetine",161,3.54037267080745,0.758236348540775,1.1055900621118,1.14892604457407
"13267A","placebo",178,3.55056179775281,0.766697164046667,2.17415730337079,1.34794491747236
"13267A","vortioxetine",375,3.59733333333333,0.781123100210658,1.58933333333333,1.2418260374579
"14122A","placebo",209,3.46411483253589,0.814474999746236,2.24401913875598,1.33833102135042
"14122A","vortioxetine",419,3.5727923627685,0.73940657852266,1.7255369928401,1.30277285635488
"29060/001","paroxetine",25,3.72,0.458257569495584,1.52,1.12249721603218
"29060/001","placebo",25,3.68,0.627162924074226,1.76,1.12842072532072
"29060/002","paroxetine",170,3.14117647058824,0.956484455206962,1.54117647058824,1.26447071207348
"29060/002","placebo",171,3.25146198830409,0.881800079059287,2.12865497076023,1.3615942011076
"29060/003","paroxetine",241,3.65560165975104,0.775711871335335,1.85892116182573,1.29615347519445
"29060/003","placebo",244,3.69672131147541,0.835324478117027,2.5655737704918,1.39657255299182
"29060/007","amitriptyline",13,3.53846153846154,0.967417922046845,1.76923076923077,0.832050294337844
"29060/007","paroxetine",13,3.69230769230769,0.85485041426511,1.61538461538462,1.50213523239762
"29060/007","placebo",12,3.58333333333333,0.792961461098759,2.08333333333333,0.90033663737852
"29060/009","paroxetine",316,3.17721518987342,1.05119123562926,1.18037974683544,1.14741718853296
"29060/009","placebo",53,3,1.01904933073014,1.54716981132075,1.30922815981621
"29060/785","citalopram",207,3.60869565217391,0.834057656228299,1.60386473429952,1.29509325715223
"29060/785","paroxetine",199,3.67336683417085,0.796991959140666,1.66331658291457,1.26419657693242
"29060/785","placebo",105,3.58095238095238,0.852382998749257,1.98095238095238,1.2087895437884
"89303","citalopram",134,3.50746268656716,1.06725893481178,1.23134328358209,1.41375721402853
"89303","placebo",66,3.5,1.33877096334948,1.40909090909091,1.28873548908966
"89306","citalopram",185,3.26486486486486,1.17033445057576,1.45945945945946,1.37118234038212
"89306","placebo",88,3.26136363636364,0.976674138080773,1.65909090909091,1.53042976186703
"91206","citalopram",521,3.29174664107486,1.02249178156996,1.76967370441459,1.41717544414243
"91206","placebo",129,3.32558139534884,1.04704040258777,1.98449612403101,1.44148629960121
"99001","escitalopram",188,3.24468085106383,0.897842574159637,1.4468085106383,1.21150475468418
"99001","placebo",189,3.1957671957672,0.89845201909745,1.64021164021164,1.22373336933561
"99003","citalopram",159,3.15094339622642,0.835817489959722,1.47169811320755,1.15731750484547
